account_id,txn_date,value_date,amount_paise,direction,description,reference
ACC-002,2026-06-28,2026-06-28,-7280781,debit,VERTEX SYSTEMS LTD,UTR971792578891
ACC-002,2026-06-28,2026-06-28,4768819,credit,NEFT ACME CORP,
ACC-002,2026-06-29,2026-06-29,4201529,credit,NEFT ACME CORP,UTR584392046519
ACC-002,2026-06-29,2026-06-29,11639335,credit,ACME CORP NEFT,UTR726848188124
ACC-002,2026-06-30,2026-06-30,-1667984,debit,NEFT HORIZON,UTR407732520156
ACC-002,2026-06-30,2026-06-30,-2884656,debit,NEFT ZEPHYR LTD,UTR646259916866
ACC-002,2026-06-30,2026-06-30,4207920,credit,BLUECHIP IND NEFT,UTR333844962406
ACC-002,2026-06-30,2026-06-30,7023735,credit,NEFT VERTEX,
ACC-002,2026-07-01,2026-07-01,22094988,credit,NEFT ZEPHYR LTD,
ACC-002,2026-07-01,2026-07-01,-2082653,debit,NEFT HORIZON,
ACC-002,2026-07-01,2026-07-01,-2300840,debit,NEFT CREST,UTR882360527749
ACC-002,2026-07-01,2026-07-01,83102825,credit,BLUECHIP INDS,UTR127891611849
ACC-002,2026-07-02,2026-07-02,-4238115,debit,BLUECHIP INDS,UTR709812392951
ACC-002,2026-07-02,2026-07-02,-10449420,debit,NEFT NORTHWIND TRADERS,
ACC-002,2026-07-02,2026-07-02,-7791205,debit,METRO LOG NEFT,UTR179778590209
ACC-002,2026-07-02,2026-07-02,-2521656,debit,NEFT NORTHWIND TRADERS,UTR238918633188
ACC-002,2026-07-03,2026-07-03,-2131420,debit,NEFT APEX,UTR667468951032
ACC-002,2026-07-03,2026-07-03,43618932,credit,NW TRADERS NEFT,UTR375216607657
ACC-002,2026-07-03,2026-07-03,-36504378,debit,NEFT ZEPHYR LTD,UTR787732369667
ACC-002,2026-07-04,2026-07-04,-2723057,debit,NEFT VERTEX,
ACC-002,2026-07-04,2026-07-04,9882785,credit,NORTHWIND TRD,UTR765299027914
ACC-002,2026-07-04,2026-07-04,-896230,debit,SYNERGY SOLUTIONS,UTR948863580109
ACC-002,2026-07-04,2026-07-04,4180090,credit,NEFT VERTEX,UTR557723843956
ACC-002,2026-07-05,2026-07-05,-1264466,debit,HORIZON EXPORTS,UTR985815005569
ACC-002,2026-07-05,2026-07-05,-3335458,debit,APEX DYNAMICS PVT,UTR856227660834
ACC-002,2026-07-06,2026-07-06,4463301,credit,NEFT NORTHWIND TRADERS,UTR450977696076
ACC-002,2026-07-06,2026-07-06,-5345081,debit,METRO LOG NEFT,UTR243446395572
ACC-002,2026-07-07,2026-07-07,-3119927,debit,NEFT BLUECHIP,UTR255683626158
ACC-002,2026-07-07,2026-07-07,33880777,credit,BOLTPARTS PVT NEFT,
ACC-002,2026-07-07,2026-07-07,-5110001,debit,NEFT CREST,UTR892755129397
ACC-002,2026-07-07,2026-07-07,110531220,credit,SYNERGY SOLUTIONS,UTR666918371818
ACC-002,2026-07-08,2026-07-08,-3238361,debit,NEFT HORIZON,UTR337257122934
ACC-002,2026-07-08,2026-07-08,10086505,credit,VERTEX SYSTEMS LTD,UTR754960583409
ACC-002,2026-07-08,2026-07-08,-1477141,debit,NEFT CREST,
ACC-002,2026-07-08,2026-07-08,13145989,credit,PINNACLE TECH NEFT,UTR939089625715
ACC-002,2026-07-08,2026-07-08,2822030,credit,PINNACLE TECHNOLOGIES,UTR415908686997
ACC-002,2026-07-09,2026-07-09,-10692489,debit,PINNACLE TECH NEFT,UTR787147912287
ACC-002,2026-07-09,2026-07-09,-6827014,debit,QUANTUM SUPPL NEFT,UTR473605408203
ACC-002,2026-07-10,2026-07-10,14789809,credit,NEFT APEX,UTR651479758282
ACC-002,2026-07-10,2026-07-10,20214519,credit,ACME CORP NEFT,UTR265171508177
ACC-002,2026-07-10,2026-07-10,-9895893,debit,VERTEX SYSTEMS LTD,UTR774015096434
ACC-002,2026-07-10,2026-07-10,71301412,credit,NEFT SYNERGY,UTR655495494160
ACC-002,2026-07-11,2026-07-11,-18593108,debit,SYNERGY SOLUTIONS,UTR794444859626
ACC-002,2026-07-11,2026-07-11,-4231971,debit,ACME CORP NEFT,UTR961809200976
ACC-002,2026-07-11,2026-07-11,-5233622,debit,APEX DYN NEFT,UTR793741295384
ACC-002,2026-07-11,2026-07-11,-6895910,debit,METRO LOG NEFT,
ACC-002,2026-07-12,2026-07-12,-54326822,debit,CREST CAP NEFT,UTR581117672542
ACC-002,2026-07-12,2026-07-12,17778792,credit,SYNERGY SOLN NEFT,UTR551847274182
ACC-002,2026-07-12,2026-07-12,-29733074,debit,BLUECHIP IND NEFT,UTR873361609375
ACC-002,2026-07-13,2026-07-13,3112885,credit,BLUECHIP IND NEFT,UTR626830252568
ACC-002,2026-07-13,2026-07-13,36055269,credit,BLUECHIP IND NEFT,UTR488893282253
ACC-002,2026-07-13,2026-07-13,-3710554,debit,NEFT QUANTUM,UTR983231287229
ACC-002,2026-07-14,2026-07-14,-10907042,debit,VERTEX SYS NEFT,UTR430636290339
ACC-002,2026-07-18,2026-07-18,7733070,credit,NEFT APEX,UTR639898813531
ACC-002,2026-07-14,2026-07-14,-571954,debit,SYNERGY SOLUTIONS,UTR234380032135
ACC-002,2026-07-14,2026-07-14,-2102905,debit,VERTEX SYS NEFT,UTR538001454361
ACC-002,2026-07-15,2026-07-15,-4064736,debit,NEFT APEX,UTR819159529356
ACC-002,2026-07-15,2026-07-15,-11095915,debit,PRESTIGE RENT,
ACC-002,2026-07-15,2026-07-15,-4175049,debit,PRESTIGE RENT,UTR364513422871
ACC-002,2026-07-15,2026-07-15,5405489,credit,ZEPHYR NEFT,
ACC-002,2026-07-16,2026-07-16,23834176,credit,NEFT QUANTUM,UTR949304254604
ACC-002,2026-07-16,2026-07-16,18826493,credit,NW TRADERS NEFT,UTR275789146402
ACC-002,2026-07-16,2026-07-16,-11484381,debit,PINNACLE TECH NEFT,UTR453421026328
ACC-002,2026-07-17,2026-07-17,3947735,credit,QUANTUM SUPPLIES,UTR729866826929
ACC-002,2026-07-17,2026-07-17,-3368694,debit,ZEPHYR LTD NEFT,
ACC-002,2026-07-17,2026-07-17,621048,credit,NEFT NORTHWIND TRADERS,
ACC-002,2026-07-17,2026-07-17,-1966742,debit,ACME CORP LTD,
ACC-002,2026-07-18,2026-07-18,23308815,credit,ACME CORP LTD,UTR469294146760
ACC-002,2026-07-18,2026-07-18,-2316774,debit,PRESTIGE ESTATES,
ACC-002,2026-07-18,2026-07-18,-1942139,debit,NORTHWIND TRD,UTR989886348922
ACC-002,2026-07-22,2026-07-22,8143905,credit,BOLTPARTS PVT NEFT,UTR907514342796
ACC-002,2026-07-19,2026-07-19,1786059,credit,NEFT APEX,UTR289808182453
ACC-002,2026-07-19,2026-07-19,-22290381,debit,VERTEX SYSTEMS LTD,UTR538459200091
ACC-002,2026-07-19,2026-07-19,2580004,credit,QUANTUM SUPPLIES,
ACC-002,2026-07-19,2026-07-19,10115122,credit,NEFT HORIZON,UTR395295136297
ACC-002,2026-07-20,2026-07-20,-10878282,debit,PRESTIGE RENT,UTR818382900665
ACC-002,2026-07-20,2026-07-20,-7951327,debit,SYNERGY SOLN NEFT,UTR853360527876
ACC-002,2026-07-20,2026-07-20,-6051525,debit,NEFT BLUECHIP,
ACC-002,2026-07-25,2026-07-25,72212963,credit,APEX DYNAMICS PVT,UTR343157964776
ACC-002,2026-07-21,2026-07-21,-22353438,debit,NW TRADERS NEFT,UTR769966957585
ACC-002,2026-07-21,2026-07-21,2753808,credit,SYNERGY SOLN NEFT,UTR938456693474
ACC-002,2026-07-21,2026-07-21,-3546506,debit,NEFT ZEPHYR LTD,UTR189281077298
ACC-002,2026-07-22,2026-07-22,-15582387,debit,BLUECHIP IND NEFT,UTR321214382495
ACC-002,2026-07-22,2026-07-22,-9178042,debit,NEFT VERTEX,UTR674900639822
ACC-002,2026-07-22,2026-07-22,15512228,credit,HORIZON EXPTS NEFT,UTR591818317190
ACC-002,2026-07-22,2026-07-22,45976790,credit,APEX DYN NEFT,UTR600000441294
ACC-002,2026-07-22,2026-07-22,1205327,credit,VERTEX SYSTEMS LTD,UTR380873461000
ACC-002,2026-07-25,2026-07-25,16647553,credit,METRO LOG NEFT,UTR479776888469
ACC-002,2026-07-24,2026-07-24,9017223,credit,PRESTIGE ESTATES,UTR807663841396
ACC-002,2026-07-24,2026-07-24,-319830,debit,METRO LOG NEFT,UTR516211396374
ACC-002,2026-07-25,2026-07-25,-22593894,debit,BOLTPARTS PVT,UTR248345165064
ACC-002,2026-07-25,2026-07-25,-50360407,debit,QUANTUM SUPPL NEFT,UTR899410868608
ACC-002,2026-07-25,2026-07-25,-42157923,debit,NEFT ZEPHYR LTD,UTR430620099988
ACC-002,2026-07-25,2026-07-25,-1529565,debit,HORIZON EXPORTS,
ACC-002,2026-07-25,2026-07-25,-3560118,debit,NEFT ZEPHYR LTD,
ACC-003,2026-05-31,2026-05-31,-1127166,debit,ACME CORP NEFT,
ACC-003,2026-05-31,2026-05-31,27018073,credit,NEFT ACME CORP,UTR136910709084
ACC-003,2026-06-01,2026-06-01,-8413818,debit,VERTEX SYSTEMS LTD,UTR355288401397
ACC-003,2026-06-01,2026-06-01,5237220,credit,BLUECHIP IND NEFT,
ACC-003,2026-06-01,2026-06-01,24008292,credit,ACME CORP LTD,
ACC-003,2026-06-01,2026-06-01,9647560,credit,VERTEX SYS NEFT,UTR359075283955
ACC-003,2026-06-01,2026-06-01,-16747954,debit,PRESTIGE ESTATES,UTR165606286550
ACC-003,2026-06-02,2026-06-02,-4483917,debit,QUANTUM SUPPL NEFT,UTR837202429065
ACC-003,2026-06-02,2026-06-02,-3238424,debit,PINNACLE TECHNOLOGIES,UTR303480347115
ACC-003,2026-06-02,2026-06-02,-12830950,debit,APEX DYN NEFT,UTR427385361962
ACC-003,2026-06-03,2026-06-03,-13121235,debit,APEX DYN NEFT,UTR243805185574
ACC-003,2026-06-03,2026-06-03,15503937,credit,NEFT PINNACLE,UTR188676926429
ACC-003,2026-06-03,2026-06-03,-19141708,debit,HORIZON EXPORTS,UTR513469894146
ACC-003,2026-06-04,2026-06-04,28796069,credit,NEFT CREST,
ACC-003,2026-06-04,2026-06-04,-1723004,debit,VERTEX SYSTEMS LTD,
ACC-003,2026-06-05,2026-06-05,-3308531,debit,PRESTIGE ESTATES,UTR310183500752
ACC-003,2026-06-05,2026-06-05,39359599,credit,METRO LOGISTICS LTD,UTR875689998101
ACC-003,2026-06-05,2026-06-05,9963222,credit,NEFT ZEPHYR LTD,UTR951784850549
ACC-003,2026-06-05,2026-06-05,3305388,credit,PRESTIGE RENT,UTR613236897932
ACC-003,2026-06-06,2026-06-06,-4101812,debit,NEFT APEX,UTR451498968954
ACC-003,2026-06-06,2026-06-06,2663733,credit,NEFT ZEPHYR LTD,UTR117806602466
ACC-003,2026-06-10,2026-06-10,-9693210,debit,NEFT BLUECHIP,UTR423916031362
ACC-003,2026-06-07,2026-06-07,12155091,credit,NORTHWIND TRD,UTR819624530104
ACC-003,2026-06-07,2026-06-07,46942097,credit,QUANTUM SUPPL NEFT,UTR807482294267
ACC-003,2026-06-07,2026-06-07,-11993145,debit,NEFT METRO,UTR700094177194
ACC-003,2026-06-08,2026-06-08,-23567278,debit,NORTHWIND TRD,UTR675777869916
ACC-003,2026-06-08,2026-06-08,-25989262,debit,ACME CORP NEFT,UTR550998984401
ACC-003,2026-06-08,2026-06-08,-11479294,debit,NW TRADERS NEFT,UTR266246027419
ACC-003,2026-06-08,2026-06-08,6651883,credit,ACME CORP NEFT,UTR778320951396
ACC-003,2026-06-08,2026-06-08,-5505831,debit,NEFT HORIZON,UTR707876223942
ACC-003,2026-06-09,2026-06-09,7722795,credit,ACME CORP NEFT,UTR995510198977
ACC-003,2026-06-09,2026-06-09,-1476246,debit,METRO LOG NEFT,
ACC-003,2026-06-09,2026-06-09,17513746,credit,NEFT NORTHWIND TRADERS,UTR377139018198
ACC-003,2026-06-09,2026-06-09,14735131,credit,CREST CAPITAL LTD,UTR508361278207
ACC-003,2026-06-09,2026-06-09,-5340867,debit,PINNACLE TECHNOLOGIES,UTR817605785471
ACC-003,2026-06-10,2026-06-10,63809237,credit,BOLT PARTS NEFT,UTR162173968482
ACC-003,2026-06-10,2026-06-10,19537295,credit,QUANTUM SUPPLIES,UTR464146123458
ACC-003,2026-06-11,2026-06-11,-14095989,debit,BLUECHIP INDS,UTR622125362176
ACC-003,2026-06-11,2026-06-11,114999442,credit,PRESTIGE ESTATES,
ACC-003,2026-06-12,2026-06-12,-13957092,debit,NW TRADERS NEFT,UTR331762754410
ACC-003,2026-06-12,2026-06-12,26021185,credit,NEFT VERTEX,
ACC-003,2026-06-13,2026-06-13,-936844,debit,NORTHWIND TRD,UTR528850089728
ACC-003,2026-06-13,2026-06-13,-2191937,debit,QUANTUM SUPPLIES,UTR860159724595
ACC-003,2026-06-13,2026-06-13,57811156,credit,METRO LOG NEFT,UTR157320030087
ACC-003,2026-06-13,2026-06-13,17843795,credit,BOLT PARTS NEFT,UTR756936114566
ACC-003,2026-06-14,2026-06-14,3947555,credit,APEX DYN NEFT,UTR638806010341
ACC-003,2026-06-14,2026-06-14,32863117,credit,NEFT ZEPHYR LTD,UTR519449391948
ACC-003,2026-06-14,2026-06-14,-3404502,debit,BOLT PARTS NEFT,UTR882742541620
ACC-003,2026-06-14,2026-06-14,29222128,credit,BOLTPARTS PVT,UTR528378557598
ACC-003,2026-06-14,2026-06-14,47591718,credit,NEFT SYNERGY,UTR439057432441
ACC-003,2026-06-15,2026-06-15,-7040461,debit,NEFT SYNERGY,UTR712277588519
ACC-003,2026-06-15,2026-06-15,13597041,credit,NEFT BLUECHIP,UTR707110439018
ACC-003,2026-06-16,2026-06-16,-7675930,debit,BOLTPARTS PVT,UTR526979063011
ACC-003,2026-06-15,2026-06-15,963330,credit,APEX DYNAMICS PVT,
ACC-003,2026-06-15,2026-06-15,-8031085,debit,ZEPHYR NEFT,UTR393351125065
ACC-003,2026-06-16,2026-06-16,27954548,credit,NORTHWIND TRD,UTR428226135271
ACC-003,2026-06-16,2026-06-16,-1067030,debit,HORIZON EXPTS NEFT,UTR754964484237
ACC-003,2026-06-16,2026-06-16,91019621,credit,VERTEX SYS NEFT,UTR105603463447
ACC-003,2026-06-16,2026-06-16,2064602,credit,PINNACLE TECHNOLOGIES,UTR573884083684
ACC-003,2026-06-16,2026-06-16,-1450423,debit,CREST CAP NEFT,UTR248581786231
ACC-003,2026-06-17,2026-06-17,-3402771,debit,SYNERGY SOLN NEFT,UTR419198265730
ACC-003,2026-06-17,2026-06-17,-1706238,debit,METRO LOGISTICS LTD,UTR961466841884
ACC-003,2026-06-17,2026-06-17,6712097,credit,NEFT ZEPHYR LTD,UTR722478488545
ACC-003,2026-06-17,2026-06-17,-28032606,debit,ZEPHYR NEFT,UTR944741523484
ACC-003,2026-06-18,2026-06-18,-3787127,debit,NEFT METRO,UTR175990148909
ACC-003,2026-06-18,2026-06-18,-1771244,debit,CREST CAPITAL LTD,UTR648351263590
ACC-003,2026-06-19,2026-06-19,-8917216,debit,HORIZON EXPORTS,UTR685836997048
ACC-003,2026-06-19,2026-06-19,-10178499,debit,BLUECHIP IND NEFT,UTR499296357998
ACC-003,2026-06-20,2026-06-20,-2337240,debit,BOLTPARTS PVT,UTR281913377709
ACC-003,2026-06-20,2026-06-20,-1326106,debit,NEFT QUANTUM,UTR928786143023
ACC-003,2026-06-21,2026-06-21,5126567,credit,NEFT APEX,UTR341629441437
ACC-003,2026-06-21,2026-06-21,-1202056,debit,NEFT BLUECHIP,UTR531103560912
ACC-003,2026-06-21,2026-06-21,-2903064,debit,NEFT HORIZON,UTR265358241424
ACC-003,2026-06-21,2026-06-21,-2175965,debit,NEFT SYNERGY,
ACC-003,2026-06-22,2026-06-22,-5473146,debit,BOLT PARTS NEFT,UTR440798467551
ACC-003,2026-06-22,2026-06-22,-6799897,debit,SYNERGY SOLUTIONS,UTR892155890847
ACC-003,2026-06-23,2026-06-23,37732636,credit,SYNERGY SOLN NEFT,UTR227606824112
ACC-003,2026-06-23,2026-06-23,-2034294,debit,ACME CORP NEFT,UTR915974639288
ACC-003,2026-06-23,2026-06-23,-1498258,debit,ZEPHYR NEFT,UTR715601913080
ACC-003,2026-06-23,2026-06-23,-5614586,debit,PINNACLE TECHNOLOGIES,
ACC-003,2026-06-23,2026-06-23,33701965,credit,PINNACLE TECH NEFT,UTR318541239164
ACC-003,2026-06-24,2026-06-24,23029491,credit,NEFT VERTEX,UTR992080855332
ACC-003,2026-06-24,2026-06-24,10236047,credit,APEX DYNAMICS PVT,UTR692155642250
ACC-003,2026-06-24,2026-06-24,12125175,credit,NW TRADERS NEFT,UTR681922902638
ACC-003,2026-06-24,2026-06-24,17470919,credit,QUANTUM SUPPL NEFT,UTR745931508066
ACC-003,2026-06-24,2026-06-24,25584728,credit,BOLTPARTS PVT,
ACC-003,2026-06-25,2026-06-25,-1592880,debit,VERTEX SYSTEMS LTD,UTR230194141422
ACC-003,2026-06-25,2026-06-25,21246493,credit,ZEPHYR NEFT,UTR754631352267
ACC-003,2026-06-25,2026-06-25,-20350407,debit,NORTHWIND TRD,UTR797874934613
ACC-003,2026-06-25,2026-06-25,-362425,debit,BLUECHIP INDS,UTR415635609113
ACC-003,2026-06-26,2026-06-26,170140,credit,NORTHWIND TRD,UTR632617105267
ACC-003,2026-06-26,2026-06-26,3169017,credit,NW TRADERS NEFT,UTR853376495451
ACC-003,2026-06-26,2026-06-26,27919847,credit,NEFT HORIZON,
ACC-003,2026-06-27,2026-06-27,73332340,credit,NEFT NORTHWIND TRADERS,UTR345993620171
ACC-003,2026-06-27,2026-06-27,14788318,credit,BLUECHIP INDS,UTR918743236457
ACC-003,2026-06-27,2026-06-27,-3136067,debit,APEX DYNAMICS PVT,UTR700329539251
ACC-003,2026-06-27,2026-06-27,-4300623,debit,CREST CAP NEFT,UTR146200045154
ACC-003,2026-06-27,2026-06-27,-275105,debit,NEFT APEX,UTR820824665009
ACC-003,2026-06-28,2026-06-28,-2096128,debit,RENT PRESTIGE ESTATES,UTR483380872138
ACC-003,2026-06-28,2026-06-28,-257763,debit,NEFT CREST,UTR328650942257
ACC-003,2026-06-28,2026-06-28,-16502555,debit,APEX DYN NEFT,UTR881087256575
ACC-003,2026-06-29,2026-06-29,-7445025,debit,NW TRADERS NEFT,
ACC-003,2026-06-29,2026-06-29,1168591,credit,NEFT VERTEX,UTR286997587025
ACC-003,2026-06-29,2026-06-29,-3540449,debit,SYNERGY SOLUTIONS,
ACC-003,2026-06-29,2026-06-29,-17584815,debit,BLUECHIP INDS,UTR246437877032
ACC-003,2026-06-29,2026-06-29,-76589302,debit,APEX DYN NEFT,
ACC-003,2026-06-30,2026-06-30,-1084951,debit,METRO LOGISTICS LTD,UTR455242735878
ACC-003,2026-06-30,2026-06-30,19437559,credit,NEFT CREST,UTR394773921954
ACC-003,2026-06-30,2026-06-30,3688698,credit,QUANTUM SUPPLIES,UTR974599771604
ACC-003,2026-07-05,2026-07-05,-3304837,debit,PINNACLE TECH NEFT,UTR636657254891
ACC-003,2026-07-01,2026-07-01,-50380168,debit,SYNERGY SOLN NEFT,
ACC-003,2026-07-02,2026-07-02,-1796649,debit,NEFT METRO,
ACC-003,2026-07-02,2026-07-02,-1569615,debit,APEX DYN NEFT,UTR642075747411
ACC-003,2026-07-03,2026-07-03,-2512707,debit,SYNERGY SOLUTIONS,UTR965372936925
ACC-003,2026-07-03,2026-07-03,-3036989,debit,NEFT QUANTUM,
ACC-003,2026-07-03,2026-07-03,-5690776,debit,NEFT HORIZON,
ACC-003,2026-07-04,2026-07-04,-28541910,debit,NEFT ZEPHYR LTD,UTR404412657737
ACC-003,2026-07-04,2026-07-04,-1640251,debit,BOLT PARTS NEFT,UTR831741497149
ACC-003,2026-07-04,2026-07-04,4426723,credit,QUANTUM SUPPLIES,UTR569157075393
ACC-003,2026-07-04,2026-07-04,18611410,credit,NEFT QUANTUM,UTR624902647083
ACC-003,2026-07-04,2026-07-04,13099394,credit,BOLT PARTS NEFT,UTR476649721582
ACC-003,2026-07-05,2026-07-05,59968586,credit,CREST CAP NEFT,UTR349412308447
ACC-003,2026-07-05,2026-07-05,12127477,credit,NEFT PINNACLE,UTR251609147228
ACC-003,2026-07-06,2026-07-06,-3226015,debit,APEX DYN NEFT,
ACC-003,2026-07-07,2026-07-07,-10763705,debit,QUANTUM SUPPLIES,UTR283180441986
ACC-003,2026-07-06,2026-07-06,31698878,credit,HORIZON EXPORTS,UTR266422547450
ACC-003,2026-07-06,2026-07-06,-2598396,debit,PINNACLE TECHNOLOGIES,
ACC-003,2026-07-06,2026-07-06,-6406513,debit,NW TRADERS NEFT,
ACC-003,2026-07-07,2026-07-07,-5101038,debit,SYNERGY SOLN NEFT,UTR759711267586
ACC-003,2026-07-07,2026-07-07,-21067863,debit,NEFT METRO,UTR128735375961
ACC-003,2026-07-07,2026-07-07,5641311,credit,PINNACLE TECHNOLOGIES,UTR975734866161
ACC-003,2026-07-07,2026-07-07,-12219552,debit,ZEPHYR LTD NEFT,UTR117084078319
ACC-003,2026-07-08,2026-07-08,25060057,credit,SYNERGY SOLUTIONS,
ACC-003,2026-07-08,2026-07-08,8087699,credit,BOLTPARTS PVT,UTR337349278479
ACC-003,2026-07-08,2026-07-08,-12999939,debit,ACME CORP LTD,UTR652816532468
ACC-003,2026-07-09,2026-07-09,-3633475,debit,NEFT PINNACLE,UTR690715047902
ACC-003,2026-07-09,2026-07-09,15238944,credit,VERTEX SYS NEFT,
ACC-003,2026-07-09,2026-07-09,12765378,credit,APEX DYN NEFT,UTR798303430374
ACC-003,2026-07-09,2026-07-09,-4280963,debit,APEX DYN NEFT,UTR365628557943
ACC-003,2026-07-09,2026-07-09,6684142,credit,NEFT ACME CORP,
ACC-003,2026-07-10,2026-07-10,-20143897,debit,NEFT HORIZON,UTR229603412288
ACC-003,2026-07-10,2026-07-10,-8413444,debit,ACME CORP LTD,UTR646164502396
ACC-003,2026-07-11,2026-07-11,-7030749,debit,BLUECHIP INDS,UTR957918756928
ACC-003,2026-07-11,2026-07-11,4339457,credit,NEFT CREST,
ACC-003,2026-07-11,2026-07-11,-2915981,debit,APEX DYN NEFT,UTR882813408006
ACC-003,2026-07-11,2026-07-11,-12442078,debit,NEFT VERTEX,UTR497330782704
ACC-003,2026-07-12,2026-07-12,-6694533,debit,HORIZON EXPORTS,UTR730906078844
ACC-003,2026-07-12,2026-07-12,-8302208,debit,QUANTUM SUPPL NEFT,
ACC-003,2026-07-13,2026-07-13,-5197136,debit,CREST CAP NEFT,UTR293918137066
ACC-003,2026-07-13,2026-07-13,38765832,credit,NEFT CREST,
ACC-003,2026-07-14,2026-07-14,1908265,credit,NEFT ZEPHYR LTD,UTR727399747618
ACC-003,2026-07-14,2026-07-14,26169675,credit,SYNERGY SOLUTIONS,UTR293499753476
ACC-003,2026-07-14,2026-07-14,-58838995,debit,ZEPHYR LTD NEFT,UTR951616023363
ACC-003,2026-07-14,2026-07-14,7067585,credit,NEFT CREST,UTR110551644485
ACC-003,2026-07-14,2026-07-14,3904511,credit,SYNERGY SOLUTIONS,UTR505719475778
ACC-003,2026-07-16,2026-07-16,-3586762,debit,APEX DYN NEFT,UTR935571109496
ACC-003,2026-07-15,2026-07-15,34273767,credit,APEX DYN NEFT,UTR797272580412
ACC-003,2026-07-15,2026-07-15,-5210079,debit,NEFT CREST,UTR101438888667
ACC-003,2026-07-15,2026-07-15,-12790615,debit,NEFT APEX,UTR560584422688
ACC-003,2026-07-15,2026-07-15,-1349199,debit,HORIZON EXPTS NEFT,
ACC-003,2026-07-16,2026-07-16,23114045,credit,METRO LOG NEFT,
ACC-003,2026-07-16,2026-07-16,-6092546,debit,PINNACLE TECHNOLOGIES,UTR924524434492
ACC-003,2026-07-16,2026-07-16,-1204692,debit,BOLTPARTS PVT NEFT,UTR725312430866
ACC-003,2026-07-17,2026-07-17,-4763021,debit,NEFT PINNACLE,UTR384720580530
ACC-003,2026-07-17,2026-07-17,17951554,credit,CREST CAP NEFT,UTR595287286538
ACC-003,2026-07-18,2026-07-18,1703722,credit,ZEPHYR LTD NEFT,UTR949458361148
ACC-003,2026-07-18,2026-07-18,28089154,credit,VERTEX SYSTEMS LTD,UTR688929079884
ACC-003,2026-07-18,2026-07-18,-9803640,debit,NEFT SYNERGY,UTR608130312484
ACC-003,2026-07-18,2026-07-18,-23528320,debit,PRESTIGE ESTATES,UTR867530862781
ACC-003,2026-07-19,2026-07-19,-13280861,debit,NEFT ZEPHYR LTD,UTR882075804310
ACC-003,2026-07-19,2026-07-19,-3886798,debit,NEFT ZEPHYR LTD,UTR130811527327
ACC-003,2026-07-20,2026-07-20,-6059693,debit,NEFT CREST,UTR204152323998
ACC-003,2026-07-20,2026-07-20,11805514,credit,NEFT HORIZON,UTR242688641049
ACC-003,2026-07-20,2026-07-20,-3063943,debit,NEFT ZEPHYR LTD,UTR192963214300
ACC-003,2026-07-20,2026-07-20,-7044991,debit,VERTEX SYS NEFT,
ACC-003,2026-07-20,2026-07-20,-4110970,debit,ZEPHYR LTD NEFT,UTR199337403298
ACC-003,2026-07-21,2026-07-21,4935994,credit,BOLTPARTS PVT,UTR898098061664
ACC-003,2026-07-21,2026-07-21,-5792642,debit,PINNACLE TECH NEFT,UTR290811069045
ACC-003,2026-07-21,2026-07-21,14536528,credit,SYNERGY SOLUTIONS,
ACC-003,2026-07-21,2026-07-21,-10563305,debit,ACME CORP LTD,UTR424902586755
ACC-003,2026-07-22,2026-07-22,-3269518,debit,PINNACLE TECH NEFT,UTR320843931964
ACC-003,2026-07-22,2026-07-22,-5289543,debit,NEFT QUANTUM,UTR700445739812
ACC-003,2026-07-22,2026-07-22,2458356,credit,APEX DYNAMICS PVT,UTR635932182933
ACC-003,2026-07-22,2026-07-22,-14489050,debit,SYNERGY SOLN NEFT,UTR398020828313
ACC-003,2026-07-22,2026-07-22,7867442,credit,NEFT NORTHWIND TRADERS,
ACC-003,2026-07-23,2026-07-23,-4347846,debit,ACME CORP NEFT,UTR943348752593
ACC-003,2026-07-23,2026-07-23,-7867033,debit,VERTEX SYS NEFT,UTR685260277007
ACC-003,2026-07-23,2026-07-23,-4639794,debit,CREST CAPITAL LTD,UTR344588949245
ACC-003,2026-07-23,2026-07-23,-6580386,debit,VERTEX SYSTEMS LTD,
ACC-003,2026-07-24,2026-07-24,3416521,credit,NEFT NORTHWIND TRADERS,UTR867674315946
ACC-003,2026-07-24,2026-07-24,-23059407,debit,SYNERGY SOLN NEFT,
ACC-003,2026-07-24,2026-07-24,13889469,credit,VERTEX SYSTEMS LTD,
ACC-003,2026-07-25,2026-07-25,5939229,credit,NEFT BLUECHIP,UTR122414613742
ACC-003,2026-07-25,2026-07-25,-5132324,debit,NEFT BLUECHIP,UTR321681020854
ACC-003,2026-07-25,2026-07-25,5771077,credit,APEX DYN NEFT,
ACC-003,2026-07-25,2026-07-25,719953,credit,SYNERGY SOLN NEFT,UTR951011918168
ACC-003,2026-06-19,2026-06-19,-8917216,debit,HORIZON EXPORTS,UTR685836997048
ACC-001,2026-06-29,2026-06-29,5988783,credit,NORTHWIND TRD,UTR548458442836
ACC-003,2026-07-04,2026-07-04,4426723,credit,QUANTUM SUPPLIES,UTR569157075393
ACC-003,2026-06-18,2026-06-18,-1771244,debit,CREST CAPITAL LTD,UTR648351263590
ACC-002,2026-07-06,2026-07-06,-5345081,debit,METRO LOG NEFT,UTR243446395572
ACC-001,2026-07-08,2026-07-08,4015657,credit,NEFT ZEPHYR LTD,UTR941602610731
ACC-002,2026-08-22,2026-08-22,-14658,debit,MONTHLY ACCOUNT FEE,
ACC-001,2026-07-21,2026-07-21,-118092,debit,NEFT CHARGES,
